마커번호,장소이름,위도,경도,장소종류,하위행정구역코드,
,"1973, 천마를 깨우다. 2023 천마총 발굴 50년 기념 비전선포식",35.8346439409,129.2184283758,1,gyeongju,gb
,형산강 연등문화축제,35.8606045662,129.2007958484,1,gyeongju,gb
,경주술술페스티벌,35.8384670465,129.2879693962,1,gyeongju,gb
,조계산도립공원,35.0042802527,127.2687691374,2,suncheon,jn
,선암사계곡,34.9923411691,127.3411714016,2,suncheon,jn
,선암사[유네스코 세계문화유산],34.9965794091,127.3311360667,2,suncheon,jn
,죽도봉공원,34.9540259087,127.4954782557,2,suncheon,jn
,송광사(순천),35.0021972697,127.2755630365,2,suncheon,jn
,순천향교,34.9539728624,127.4795518780,2,suncheon,jn
,"순천만습지 (구, 순천만자연생태공원)",34.8855560675,127.5096481959,2,suncheon,jn
,순천왜성,34.9071215463,127.5811774833,2,suncheon,jn
,충무사,34.9158232909,127.5779553226,2,suncheon,jn
,순천만 화포포구,34.8508179953,127.4919534062,2,suncheon,jn
,주암호와 상사호,35.0181671166,127.2417711636,2,suncheon,jn
,순천 낙안읍성,34.9070951762,127.3397958986,2,suncheon,jn
,낙안온천,34.9194743091,127.3379874119,2,suncheon,jn
,금전산,34.9237073644,127.3495307352,2,suncheon,jn
,낙안향교,34.9003571475,127.3457983190,2,suncheon,jn
,순천 향매실마을,35.0622177265,127.4045196098,2,suncheon,jn
,순천 송광사 천자암 쌍향수(곱향나무),34.9811304432,127.2899900768,2,suncheon,jn
,순천 오픈세트장,34.9581872833,127.5378466518,2,suncheon,jn
,스카이큐브,34.9267901901,127.5018339461,2,suncheon,jn
,웃장 국밥골목,34.9586863163,127.4850651634,2,suncheon,jn
,거차뻘배마을,34.8372104117,127.4466521678,2,suncheon,jn
,와온해변,34.8493798154,127.5237228778,2,suncheon,jn
,순솝 (더감동협동조합),34.9470990737,127.5050081509,2,suncheon,jn
,다올재 협동조합,34.9552699552,127.4804989851,2,suncheon,jn
,조례호수공원,34.9660833446,127.5220339506,2,suncheon,jn
,와온항,34.8445053546,127.5232841514,2,suncheon,jn
,순천만탐사선,34.8855560675,127.5096481959,2,suncheon,jn
,철도관사마을,34.9508013627,127.5007584301,2,suncheon,jn
,순천만국가정원 지구동문,34.9297372147,127.5095637484,2,suncheon,jn
,순천 문화의거리,34.9546922812,127.4827571342,2,suncheon,jn
,팔마비,34.9542728991,127.4836431781,2,suncheon,jn
,공마당둘레길,34.9548283012,127.4783575169,2,suncheon,jn
,화포해변,34.8431715669,127.4881900405,2,suncheon,jn
,기적의놀이터 4호,34.9672911308,127.4981582388,2,suncheon,jn
,순천브루어리,34.9570308878,127.4816238410,2,suncheon,jn
,기적의놀이터 3호,34.9879999523,127.5004019587,2,suncheon,jn
,순천만천문대 / 순천시민천문대,34.8855560675,127.5096481959,2,suncheon,jn
,밀림슈퍼 연구소,34.9478460811,127.4974365750,2,suncheon,jn
,드로잉라이프,34.9512593457,127.4834627151,2,suncheon,jn
,사우스마켓(남쪽동네),34.9454713961,127.5002197240,2,suncheon,jn
,적정온도(순향가),34.8728328128,127.5280635695,2,suncheon,jn
,별이랑,34.8688074911,127.4831453899,2,suncheon,jn
,국립 낙안민속자연휴양림,34.9177636987,127.3560025388,2,suncheon,jn
,정혜사(순천),35.0620196437,127.5143127353,2,suncheon,jn
,흥륜사(순천),34.9519566711,127.4939617751,2,suncheon,jn
,향림사(순천),34.9725374321,127.4789625691,2,suncheon,jn
,순천전통야생차체험관,34.9949352004,127.3340941808,2,suncheon,jn
,순천 용줄다리기마을,34.8939499470,127.5316043897,2,suncheon,jn
,순천 용오름마을 [농촌전통테마마을],35.0921719936,127.2022477759,2,suncheon,jn
,신광수 다원,34.9913330962,127.3497290080,2,suncheon,jn
,장원식당,34.9916635038,127.3432629022,3,suncheon,jn
,대원식당,34.9501068144,127.4902065962,3,suncheon,jn
,들마루,34.8876807894,127.5073844513,3,suncheon,jn
,대대선창집,34.8895028368,127.5091148087,3,suncheon,jn
,통나무식당,34.9362117126,127.5226707661,3,suncheon,jn
,맛드림김밥랜드,34.9452075718,127.5022251102,3,suncheon,jn
,건봉국밥,34.9455907199,127.4939924899,3,suncheon,jn
,어우림,34.9778143942,127.4660580134,3,suncheon,jn
,[백년가게]풍미통닭,34.9464739023,127.4909899530,3,suncheon,jn
,형제간,34.9343108321,127.4591708347,3,suncheon,jn
,약산흑염소가든,34.9247591286,127.4592155175,3,suncheon,jn
,풀뿌리흑두부,34.9318208589,127.5411525891,3,suncheon,jn
,은성숯불회관,34.9485097625,127.4896761284,3,suncheon,jn
,서울복집,34.9707801101,127.5261251377,3,suncheon,jn
,목우마을,34.9568559394,127.4834820155,3,suncheon,jn
,돼지마을,34.9688351863,127.4857065155,3,suncheon,jn
,순창국밥,34.9741205127,127.4746323537,3,suncheon,jn
,홍천뚝배기,34.9725902556,127.4819678595,3,suncheon,jn
,순천보리밥뷔페,34.9727152421,127.4819900766,3,suncheon,jn
,복사골,34.9730124324,127.4820817276,3,suncheon,jn
,양지쌈밥,34.9550866937,127.4834737279,3,suncheon,jn
,원조동경낙지,34.9550089003,127.4820599652,3,suncheon,jn
,도원경,34.9025901729,127.5042954555,3,suncheon,jn
,대숲골농원,34.9042039412,127.5078145496,3,suncheon,jn
,카페 어그원,34.9226609316,127.5501409222,3,suncheon,jn
,송치마을,35.0608265197,127.4221236516,3,suncheon,jn
,신대초밥,34.9277159518,127.5520100738,3,suncheon,jn
,청풍한우,34.9293350514,127.5425747494,3,suncheon,jn
,자산어보,34.9476576586,127.5232565346,3,suncheon,jn
,순천 산들담은 순천본점,34.9175587487,127.5514214951,3,suncheon,jn
,순천만전라도밥상,34.8873891642,127.5078899698,3,suncheon,jn
,뱀부스,34.9431111612,127.5356305638,3,suncheon,jn
,남녘들밥상,34.9404442971,127.5068137172,3,suncheon,jn
,금빈회관,34.9515621674,127.4879845327,3,suncheon,jn
,고구려초밥 금당본점,34.9483270721,127.5257590752,3,suncheon,jn
,정원,34.9354733883,127.5505655586,3,suncheon,jn
,카페와온,34.8485465956,127.5248866864,3,suncheon,jn
,나눌터,34.9326286341,127.5140688342,3,suncheon,jn
,The미주농원120,34.9208681467,127.4735949092,3,suncheon,jn
,리비에르,34.9504481991,127.4760772732,3,suncheon,jn
,오버랩호수,34.9629809758,127.5254976142,3,suncheon,jn
,조훈모과자점 팔마점,34.9370642297,127.5130965845,3,suncheon,jn
,짹짹커피 순천점,34.9681303942,127.5253197210,3,suncheon,jn
,진달래식당,34.9346507800,127.5228346803,3,suncheon,jn
,욕보할매집(동백식당),34.8737619476,127.4515480374,3,suncheon,jn
,명지원,34.9529764670,127.5210093743,3,suncheon,jn
,길상식당,34.9919495925,127.3438545088,3,suncheon,jn
,청해한일정식,34.9252707839,127.4941624360,3,suncheon,jn
,벽오동,34.9203961208,127.4819219676,3,suncheon,jn
,강변장어,34.8926635901,127.5089425217,3,suncheon,jn
,2023순천만국제정원박람회,34.9303369655,127.4990174364,1,suncheon,jn
,순천 푸드앤아트 페스티벌,34.9569309401,127.4840014124,1,suncheon,jn
,대한민국 산림박람회,34.9286399458,127.4997174181,1,suncheon,jn
,문화인 쌀롱데이,34.9549366941,127.4825182601,1,suncheon,jn
,2022 순천문화도시박람회,34.9548367139,127.4830182188,1,suncheon,jn
,한국 웰니스관광 페스타,34.9286399458,127.4997174181,1,suncheon,jn
,낙안읍성 민속문화축제,34.9063869563,127.3417762983,1,suncheon,jn
,덕진공원,35.8475156135,127.1218687977,2,jeonju,jb
,한벽당,35.8118786778,127.1608384836,2,jeonju,jb
,전주 남고산성,35.7963415092,127.1581474630,2,jeonju,jb
,전주 풍패지관 (전주객사),35.8182860101,127.1451286034,2,jeonju,jb
,전주 풍남문,35.8137060365,127.1486672969,2,jeonju,jb
,조경단,35.8515654042,127.1363368480,2,jeonju,jb
,충경사,35.8051793719,127.1569223410,2,jeonju,jb
,전주동물원,35.8552623666,127.1456331460,2,jeonju,jb
,완산칠봉(완산공원),35.8040348058,127.1424042181,2,jeonju,jb
,한국도로공사수목원,35.8711228582,127.0537992436,2,jeonju,jb
,치명자산성지,35.8084514028,127.1673435504,2,jeonju,jb
,경기전,35.8152058871,127.1498643734,2,jeonju,jb
,전주향교,35.8121730261,127.1572360194,2,jeonju,jb
,오송제,35.8619308970,127.1366809902,2,jeonju,jb
,다가공원,35.8140613627,127.1377932551,2,jeonju,jb
,예종대왕태실 및 비,35.8150475742,127.1499976990,2,jeonju,jb
,전주전통한지원,35.8158780959,127.1535251414,2,jeonju,jb
,장현식고택,35.8126451848,127.1566555025,2,jeonju,jb
,남천교 청연루,35.8107203432,127.1531753073,2,jeonju,jb
,전주목판서화체험관,35.8115147404,127.1556500663,2,jeonju,jb
,황강서원,35.8292368258,127.1038125497,2,jeonju,jb
,반곡서원(진주),35.8076151849,127.1557196066,2,jeonju,jb
,용강서원,35.8552827595,127.0401730930,2,jeonju,jb
,전주전동성당,35.8133088689,127.1492172583,2,jeonju,jb
,전주한옥마을 임실치즈체험장,35.8187999532,127.1516474539,2,jeonju,jb
,전주 산성벽화마을,35.8140450355,127.1572165278,2,jeonju,jb
,전주 동문예술거리,35.8211690965,127.1498197769,2,jeonju,jb
,자만마을 벽화갤러리,35.8140450355,127.1572165278,2,jeonju,jb
,전북 전주 한옥마을 [슬로시티],35.8183333748,127.1536778411,2,jeonju,jb
,건지산,35.8513293678,127.1391338273,2,jeonju,jb
,나들목 가족공원,35.8763222964,127.0555461746,2,jeonju,jb
,세병공원,35.8768679830,127.1307950117,2,jeonju,jb
,객사길,35.8176666120,127.1437287440,2,jeonju,jb
,기지제,35.8460758643,127.0627518776,2,jeonju,jb
,기지제 수변공원,35.8413069939,127.0645268438,2,jeonju,jb
,완산생활체육공원(산책로),35.7675438033,127.1015476939,2,jeonju,jb
,전주드림랜드,35.8551623554,127.1443249321,2,jeonju,jb
,색장정미소,35.7976390938,127.1874892635,2,jeonju,jb
,아중체련공원,35.8225470390,127.1683403150,2,jeonju,jb
,착한공작소,35.8151196708,127.1432566301,2,jeonju,jb
,문화살롱,35.8645803736,127.1238903928,2,jeonju,jb
,전주 영화의 거리,35.8212828744,127.1441702768,2,jeonju,jb
,남고사(전주),35.7997439139,127.1589500803,2,jeonju,jb
,동고사(전주),35.8095957238,127.1677212648,2,jeonju,jb
,불정사(전주),35.8042739153,127.1566890521,2,jeonju,jb
,승암사(전주),35.8090735002,127.1642354769,2,jeonju,jb
,약수암(전주),35.8450776364,127.1583906107,2,jeonju,jb
,정혜사(전주),35.8043013857,127.1391517230,2,jeonju,jb
,동락원,35.8168446419,127.1529168367,2,jeonju,jb
,학소암(전주),35.7868979209,127.1455821604,2,jeonju,jb
,한국집,35.8165251532,127.1482367059,3,jeonju,jb
,삼일관,35.8177637785,127.1411817453,3,jeonju,jb
,전라회관,35.8005905727,127.1320274536,3,jeonju,jb
,백송회관,35.8234743782,127.1491531092,3,jeonju,jb
,다원추어탕,35.8609252028,127.1221128697,3,jeonju,jb
,교동석갈비,35.8146393219,127.1520141969,3,jeonju,jb
,옛날팥죽집,35.8178551249,127.1233416646,3,jeonju,jb
,빈스 인 가배몽,35.8139310715,127.1521364267,3,jeonju,jb
,베테랑칼국수,35.8134811148,127.1517281414,3,jeonju,jb
,조점례남문피순대,35.8126755591,127.1464008586,3,jeonju,jb
,디오차드,35.8033312886,127.0951028904,3,jeonju,jb
,씨플랫 송천에코점,35.8706604692,127.1372862632,3,jeonju,jb
,물빛정원,35.8843837245,127.1267729508,3,jeonju,jb
,태평집,35.8357644203,127.1360845063,3,jeonju,jb
,진가진설렁탕,35.8698244256,127.1356947603,3,jeonju,jb
,김판쇠전주우족탕 본점,35.8328091937,127.1357151721,3,jeonju,jb
,금암피순대,35.8384057298,127.1328486143,3,jeonju,jb
,갑기회관 본점,35.8525897317,127.1043118952,3,jeonju,jb
,두거리우신탕 본점,35.8701214489,127.1261844884,3,jeonju,jb
,라보테,35.8436206194,127.0645212283,3,jeonju,jb
,리파로,35.8334025358,127.0759399226,3,jeonju,jb
,미르밀옥류관 본점,35.8212710564,127.1033155800,3,jeonju,jb
,베테랑 신시가지점,35.8177908787,127.1022907620,3,jeonju,jb
,오블릭,35.8489868926,127.0771199662,3,jeonju,jb
,차오프라야 전주혁신도시본점,35.8432234421,127.0645129064,3,jeonju,jb
,참예우명품프라자 도청점,35.8187602397,127.1038128233,3,jeonju,jb
,깐쇼새우,35.8195853242,127.1140896653,3,jeonju,jb
,노벨반점,35.8136726294,127.1441815862,3,jeonju,jb
,동원순대집,35.8046480232,127.1076822923,3,jeonju,jb
,메밀방앗간,35.8371109904,127.1073453626,3,jeonju,jb
,밥상위의한우,35.8170519341,127.0942109455,3,jeonju,jb
,송가,35.7987039469,127.0898673658,3,jeonju,jb
,연와미당,35.8045038827,127.1242808184,3,jeonju,jb
,참치일번가중화산본점,35.8240265757,127.1193251939,3,jeonju,jb
,청학동버섯전골,35.8194604700,127.1216917694,3,jeonju,jb
,또순이네집,35.8177887875,127.1418594628,3,jeonju,jb
,그 날의 온도,35.8544188638,127.0340986571,3,jeonju,jb
,네잎클로버,35.8178853474,127.1043072468,3,jeonju,jb
,디오니카페,35.8518358400,127.0349819792,3,jeonju,jb
,마이산피순대,35.8661050473,127.1151189123,3,jeonju,jb
,만수식당 본점,35.8730799752,127.1566844724,3,jeonju,jb
,밥스터 신시가지점,35.8221126399,127.1040404937,3,jeonju,jb
,아리아랑,35.8182686490,127.1049766216,3,jeonju,jb
,올드스터프,35.8231874866,127.1022517358,3,jeonju,jb
,전주밥상다잡수소,35.8384250960,127.1284601152,3,jeonju,jb
,화산물갈비 전주본점,35.8176216924,127.1160867606,3,jeonju,jb
,외할머니솜씨,35.8127200964,127.1520475775,3,jeonju,jb
,태조밥상,35.8140727026,127.1510448536,3,jeonju,jb
,가운데집,35.8514760845,127.1109168914,3,jeonju,jb
,노랑토랑,35.7972044697,127.1102405919,3,jeonju,jb
,전주국제발효식품엑스포,35.8680567372,127.0651871980,1,jeonju,jb
,제16회 전북청소년영화제,35.8188247887,127.1423260609,1,jeonju,jb
,전주독서대전,35.8118258696,127.1587442277,1,jeonju,jb
,전주문화재야행 '풍패지향 왕의 궁원을 거닐다',35.8162807559,127.1493699447,1,jeonju,jb
,대한민국 무형문화재대전,35.8096094714,127.1596803132,1,jeonju,jb
,국제무형유산영상축제(IIFF),35.8099038819,127.1596636399,1,jeonju,jb
,2023 왕과의 산책,35.8162252063,127.1493588361,1,jeonju,jb
,한옥마을전통연희 퍼레이드-노상놀이야,35.8192359854,127.1499587040,1,jeonju,jb
,전주 가맥축제,35.8405998309,127.1274545926,1,jeonju,jb
,전주 경기전 “수복청 상설공연”,35.8162807559,127.1493699447,1,jeonju,jb
,"2023 호남제일성, 전라감영 역사의 울림",35.8157779693,127.1455841839,1,jeonju,jb
,"전통의 전주, 살아있는 전라감영",35.8166417663,127.1459424630,1,jeonju,jb
,전라북도무형문화재 한마당축제,35.8142143363,127.1500366062,1,jeonju,jb
,제2회 전주거리 인형극제,35.8162195083,127.1411179026,1,jeonju,jb
,제16회 전북과학축전,35.8555842510,127.1282680169,1,jeonju,jb
,제6회 전주가족영화제,35.8200246474,127.1420482765,1,jeonju,jb
,전주모래내시장 치맥가맥페스티벌,35.8336092448,127.1438866461,1,jeonju,jb
,국립무형유산원 나들이,35.8099038819,127.1596636399,1,jeonju,jb
,무형유산이음축제-가을의 예,35.8491321219,127.1233519567,1,jeonju,jb
,제5회 전주국제단편영화제,35.8210967513,127.1422621184,1,jeonju,jb
,경기전 수문장 교대의식 - 경기전을 지켜라,35.8142143363,127.1500366062,1,jeonju,jb
,완주윈터푸드축제,35.8356492158,127.0593746727,1,jeonju,jb
,제23회 경로국악대공연,35.8407943328,127.1320319577,1,jeonju,jb
,제2회 전주국제그림책도서전,35.8602915708,127.1007425671,1,jeonju,jb
,동아시아문화도시 전주,35.8257796233,127.1463616306,1,jeonju,jb
,전주 한지문화축제,35.8206802363,127.1482671501,1,jeonju,jb
,전주국제영화제,35.8201162786,127.1406039580,1,jeonju,jb
,전주세계소리축제,35.8540707211,127.1390309872,1,jeonju,jb
,전주비빔밥축제,35.8129451491,127.1565360613,1,jeonju,jb
,소노벨 천안 오션어드벤처,36.7576993761,127.2239241377,2,cheonan,cn
,성불사(천안),36.8282963257,127.1968551880,2,cheonan,cn
,각원사,36.8340789963,127.1970050154,2,cheonan,cn
,천안 유관순 열사 유적,36.7600839409,127.3083636955,2,cheonan,cn
,업성지,36.8474902922,127.1381127325,2,cheonan,cn
,마정저수지,36.8731727178,127.0971768299,2,cheonan,cn
,천안 봉선홍경사 갈기비,36.9431347643,127.1346992921,2,cheonan,cn
,천안 천흥사지 당간지주·오층석탑,36.8722915598,127.2137218981,2,cheonan,cn
,국립 망향의 동산,36.8521767673,127.1888663613,2,cheonan,cn
,시장저수지(시장지),36.8952808061,127.2264895559,2,cheonan,cn
,위례산과 위례성지,36.8743781096,127.2517517459,2,cheonan,cn
,천안삼거리공원,36.7840564806,127.1691533452,2,cheonan,cn
,천안 노은정,36.7861422438,127.3189286925,2,cheonan,cn
,영남루(천안),36.7840564806,127.1691533452,2,cheonan,cn
,광덕산,36.6759000112,127.0423232763,2,cheonan,cn
,성거산,36.8356459568,127.2236247957,2,cheonan,cn
,광덕사(천안),36.6759083444,127.0423566072,2,cheonan,cn
,박문수묘,36.7876274763,127.2793099947,2,cheonan,cn
,천안상록리조트,36.7412579515,127.2872938879,2,cheonan,cn
,히흣 도예공방,36.8167412775,127.1505902310,2,cheonan,cn
,천안상록리조트 아쿠아피아,36.7405136249,127.2890937464,2,cheonan,cn
,태학산자연휴양림,36.7315945157,127.0938893393,2,cheonan,cn
,조병옥박사 생가지,36.7517016834,127.3146411403,2,cheonan,cn
,천안향교,36.8176554570,127.1728465337,2,cheonan,cn
,직산향교,36.9027981809,127.1590121014,2,cheonan,cn
,흑성산성,36.7969084905,127.2091271691,2,cheonan,cn
,이동녕선생 생가지,36.7904847705,127.2394912782,2,cheonan,cn
,천호지(단대호수),36.8342868435,127.1710351280,2,cheonan,cn
,목천향교,36.7997807394,127.2291836168,2,cheonan,cn
,검계서원,36.7479758981,127.0900947887,2,cheonan,cn
,충청남도 안전체험관,36.8216358921,127.1918391575,2,cheonan,cn
,아름다운정원 화수목,36.7834153272,127.1938955787,2,cheonan,cn
,고령박씨종중재실,36.7784534071,127.2723442081,2,cheonan,cn
,에코힐링 황톳길,36.7978341862,127.0979066096,2,cheonan,cn
,천안홍대용과학관,36.7397082792,127.2956598450,2,cheonan,cn
,불당동 유적공원 (선사유적지 공원),36.8049419927,127.1143521542,2,cheonan,cn
,청수호수공원,36.7877668169,127.1495633417,2,cheonan,cn
,신방공원,36.7822725228,127.1223770528,2,cheonan,cn
,흑성산,36.8014832908,127.2274587255,2,cheonan,cn
,주니어천문스쿨 천안점,36.6734949055,127.0521474577,2,cheonan,cn
,유관순열사생가,36.7572260868,127.3167935719,2,cheonan,cn
,미나릿길벽화마을,36.8000987863,127.1526655016,2,cheonan,cn
,승천사,36.7212006419,127.2152703632,2,cheonan,cn
,아우내독립만세운동기념공원,36.7596809955,127.2963981169,2,cheonan,cn
,누리마루숲,36.8146668682,127.1704079466,2,cheonan,cn
,성성호수공원,36.8453015278,127.1308828889,2,cheonan,cn
,풍세관광농원,36.7342395286,127.1431598300,2,cheonan,cn
,천안 병천순대거리,36.7600920994,127.2986201278,2,cheonan,cn
,천안 두아람마을 [농촌전통테마],36.6915849105,127.0758753854,2,cheonan,cn
,한민족역사문화공원,36.7930392869,127.1976477545,2,cheonan,cn
,미소레 커피,36.8285763098,127.1665523558,3,cheonan,cn
,[백년가게]진주회관본관,36.9169710238,127.1296254723,3,cheonan,cn
,[백년가게]큰댁,36.8267843109,127.1362634686,3,cheonan,cn
,산이내린밥상 곤드레밥집,36.8268981421,127.1337553583,3,cheonan,cn
,밥상차려주는집,36.7729961084,127.1390730252,3,cheonan,cn
,승지원,36.8284867277,127.1269587057,3,cheonan,cn
,화덕으로간고등어,36.8272145236,127.1197205039,3,cheonan,cn
,더몰트하우스,36.8094107687,127.1056639262,3,cheonan,cn
,짬뽕지존,36.8314087227,127.1331025155,3,cheonan,cn
,석산장,36.8102531560,127.1517514158,3,cheonan,cn
,꽃분이네애견카페,36.7752846318,127.1333179253,3,cheonan,cn
,뚜쥬루과자점 돌가마점,36.7731266574,127.1395479786,3,cheonan,cn
,jaj카페,36.8327027656,127.1188843174,3,cheonan,cn
,피양옥,36.8276895963,127.1269142872,3,cheonan,cn
,부에노,36.7812620917,127.1541964358,3,cheonan,cn
,페어리우드베이커리브런치카페,36.8373920946,127.1740458823,3,cheonan,cn
,포니벨라,36.8090870116,127.1735661490,3,cheonan,cn
,청룡원조매운탕,36.9045112249,127.2783235153,3,cheonan,cn
,진면가,36.7906058586,127.1765497210,3,cheonan,cn
,이화갈비,36.8092746034,127.1017198411,3,cheonan,cn
,정초밥,36.8300504531,127.1278724684,3,cheonan,cn
,홍두깨칼국수,36.8020679473,127.1494629581,3,cheonan,cn
,부자상황삼계탕&벌교꼬막,36.8274117998,127.1240589959,3,cheonan,cn
,삼육가 천안두정직영점,36.8317614982,127.1352550896,3,cheonan,cn
,슈엔,36.8293450896,127.1341274798,3,cheonan,cn
,에이게이트카페,36.7960257518,127.2368108115,3,cheonan,cn
,카규,36.8114521310,127.1017503344,3,cheonan,cn
,카페목천,36.7740946772,127.2219433099,3,cheonan,cn
,토아빈,36.9060017920,127.2264392635,3,cheonan,cn
,히트커피로스터스,36.7738292955,127.1362371465,3,cheonan,cn
,이숲,36.8622340591,127.1954377136,3,cheonan,cn
,제이스맨션,36.8114826863,127.1019558705,3,cheonan,cn
,제주미작,36.7813643524,127.1256740031,3,cheonan,cn
,배나무숲,36.8796279457,127.1205856510,3,cheonan,cn
,브레드보드,36.7573633250,127.2251073733,3,cheonan,cn
,솥솥,36.8187333582,127.1867452514,3,cheonan,cn
,숨 어반,36.8069364605,127.1286174805,3,cheonan,cn
,동원정,36.8156049339,127.1301365504,3,cheonan,cn
,아리랑 숯불갈비이야기,36.8284977138,127.1199704460,3,cheonan,cn
,해물화짬뽕,36.7777993939,127.1987508516,3,cheonan,cn
,입장꽃게장,36.9115291287,127.2373909005,3,cheonan,cn
,선유원,36.7726424917,127.2458189785,3,cheonan,cn
,먹거리순대,36.7604642652,127.2978535194,3,cheonan,cn
,청화집,36.7623085217,127.2992422330,3,cheonan,cn
,고향산장,36.7695210823,127.2712778836,3,cheonan,cn
,명동보리밥,36.8026480901,127.1300341378,3,cheonan,cn
,천진,36.8165830733,127.1568313399,3,cheonan,cn
,들꽃,36.8223885178,127.1881700226,3,cheonan,cn
,모미지,36.8057643552,127.1275898273,3,cheonan,cn
,진성석갈비,36.7693843774,127.2370531902,3,cheonan,cn
,독립기념관 제104주년 3?1절 기념행사 <다시 한번 1919>,36.7773972648,127.2326089252,1,cheonan,cn
,천안춤영화제,36.8081228503,127.1520097845,1,cheonan,cn
,베리베리 빵빵데이 천안,36.7995485247,127.1344143833,1,cheonan,cn
,2023년 독립기념관 어린이날 기념행사,36.7773972648,127.2326089252,1,cheonan,cn
,제2회 K-FOOD천안들깨페스티벌,36.8880498983,127.1600151949,1,cheonan,cn
,2023 천안시 대학 어울림 페스티벌,36.8194930438,127.1114686823,1,cheonan,cn
,천안흥타령춤축제,36.8194930438,127.1114686823,1,cheonan,cn
,충주 최응성 고가,36.8958221972,127.9802217612,2,chungju,cb
,봉황자연휴양림,37.0601643172,127.8246921445,2,chungju,cb
,포암산(충주),36.8215884156,128.0961579405,2,chungju,cb
,충주 탄금대와 탄금대공원,36.9882489489,127.8982486992,2,chungju,cb
,호암지,36.9619163144,127.9225639351,2,chungju,cb
,충주 박팽년 사당,37.0021084339,127.7451842864,2,chungju,cb
,계명산 자연휴양림 캠핑장,36.9894198436,127.9842103898,2,chungju,cb
,능암온천랜드,37.0935239517,127.8023543105,2,chungju,cb
,보련산,37.0600833446,127.8014997887,2,chungju,cb
,충주자연호텔,36.8877726727,127.9558547319,2,chungju,cb
,앙성온천지구,37.0937849348,127.7970214496,2,chungju,cb
,충주 민속공예거리,37.0769933338,127.8464508159,2,chungju,cb
,앙성탄산온천,37.0938432626,127.7970992194,2,chungju,cb
,중앙탑공원(충주),37.0178921702,127.8662090641,2,chungju,cb
,팔봉서원,36.9010927551,127.9227156577,2,chungju,cb
,수주팔봉,36.8983208793,127.9242267129,2,chungju,cb
,충주향교,36.9745123921,127.9390732036,2,chungju,cb
,삼탄유원지,37.0705641702,128.0320787544,2,chungju,cb
,충주 제금당,36.9707377699,127.9360096976,2,chungju,cb
,충주 창동리 마애여래상,36.9962226859,127.8794751584,2,chungju,cb
,충주댐,37.0044598981,127.9905954959,2,chungju,cb
,충주 창동리 오층석탑,36.9973142153,127.8788390730,2,chungju,cb
,충주 봉황리 마애불상군,37.0665969899,127.8290637886,2,chungju,cb
,충주 김생사지,37.0063303843,127.9081695123,2,chungju,cb
,충주자연생태체험관,37.0253067817,127.9517261661,2,chungju,cb
,충주호 종댕이길,36.9786407554,127.9965540359,2,chungju,cb
,중원당 (청명주 양조장),36.9972586653,127.8788057445,2,chungju,cb
,충주 라바랜드,36.9896906252,127.9077811353,2,chungju,cb
,목계나루,37.0752276537,127.8889470429,2,chungju,cb
,탄금공원(구 세계무술공원),36.9899405419,127.9048230601,2,chungju,cb
,충주 임충민공 충렬사,36.9463705354,127.9037993976,2,chungju,cb
,깊은산속 옹달샘,37.0256058405,127.7513247320,2,chungju,cb
,충주 강변길,36.9910782067,127.9961287163,2,chungju,cb
,성내동 관아골,36.9707682947,127.9345292742,2,chungju,cb
,충주 활옥동굴,36.9618928764,128.0071091248,2,chungju,cb
,우림정원,37.0791496960,127.9037011589,2,chungju,cb
,충주호 출렁다리,36.9913502643,127.9889210226,2,chungju,cb
,하방 생태습지,36.9771364301,127.9032180153,2,chungju,cb
,RI온천(RI온천호텔),36.8465308184,127.9901111697,2,chungju,cb
,탄금호 일렉트릭,37.0243996699,127.8616092918,2,chungju,cb
,누암리신라고분군,37.0015217691,127.8627598424,2,chungju,cb
,중원창동마애불,36.9959310582,127.8797612518,2,chungju,cb
,충주 백운암 철조여래좌상,37.1148736762,127.9209319141,2,chungju,cb
,건지마을,37.0198551194,127.9781628362,2,chungju,cb
,봉학사(충주),37.0501854852,127.8559257312,2,chungju,cb
,대원사(충주),36.9693294723,127.9291353547,2,chungju,cb
,신흥사(충주),37.1123160980,127.9458297483,2,chungju,cb
,정심사(충주),36.9381941452,127.9281474452,2,chungju,cb
,창룡사(충주),36.9515459686,127.9596831220,2,chungju,cb
,운정식당,36.9728900450,127.9221553243,3,chungju,cb
,영화식당,36.8474584956,127.9904277814,3,chungju,cb
,초가집식당,36.8469613160,127.9896556429,3,chungju,cb
,충주댐가든,37.0111339150,127.9789407955,3,chungju,cb
,언덕넘어,36.8410289609,128.0057988102,3,chungju,cb
,중앙관,37.0476033717,127.7548876734,3,chungju,cb
,다릿골농장가든,36.8563656504,127.9819782852,3,chungju,cb
,청솔식당,36.8460753305,127.9909333321,3,chungju,cb
,마당가든,37.0197744128,127.9694858407,3,chungju,cb
,중앙탑 장수네집,37.0180976778,127.8648619571,3,chungju,cb
,탄금대 왕갈비탕,36.9863827101,127.9098254909,3,chungju,cb
,거궁회관,37.0273429530,127.9676746747,3,chungju,cb
,중앙탑오리집,37.0184670754,127.8646619645,3,chungju,cb
,참한우마을,37.0925378834,127.7984935753,3,chungju,cb
,[백년가게]복서울식당,36.9703100247,127.9351097907,3,chungju,cb
,[백년가게]대장군식당,36.8418179503,128.0161645256,3,chungju,cb
,원조중앙탑막국수,36.9426629110,127.9191925654,3,chungju,cb
